Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online_Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_,Discount_Pct,Festival_Sale,Shipping_Charge_,Delivery_Speed,Delivery_Time_Days,Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases,Age_Group,Total_Purchase_Amount_,Net_Revenue_
TXN503422,CUST101103,2024-03-09,24,Female,Gurgaon,Offline,N/A - Offline,Clothing,Jacket,Nike,Navy,M,2,3596,42,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,2,Fortnightly,Gen Z (18-25),7192,7192
TXN503644,CUST101169,2024-03-10,56,Female,Gurgaon,Online,Ajio,Footwear,Slippers,US Polo,Yellow,7,1,1795,32,Regular Day,0,Standard,7,Yes,UPI,5,Not Returned,5,Weekly,Gen X (41-60),1795,1795
TXN503889,CUST101281,2024-03-10,49,Male,Delhi,Online,Meesho,Clothing,Jeans,Levis,Navy,L,1,3237,33,Regular Day,79,Standard,4,No,UPI,5,Returned,9,Fortnightly,Gen X (41-60),3237,3316
TXN500876,CUST100243,2024-03-10,45,Female,Chennai,Online,Ajio,Footwear,Slippers,HRX,Blue,9,1,954,55,Regular Day,99,Standard,5,No,UPI,4,Not Returned,1,Monthly,Gen X (41-60),954,1053
TXN506383,CUST102099,2024-03-10,28,Male,Bhubaneswar,Offline,N/A - Offline,Accessories,Backpack,Allen Solly,Yellow,Free Size,1,638,36,Regular Day,0,N/A - Offline,0,Yes,UPI,4,Not Returned,10,Weekly,Millennials (26-40),638,638
TXN507190,CUST102354,2024-03-10,30,Male,Indore,Online,Myntra,Clothing,Jacket,Roadster,Blue,L,2,1976,54,Regular Day,199,Express,4,No,UPI,4,Not Returned,8,Weekly,Millennials (26-40),3952,4151
TXN506238,CUST102059,2024-03-10,34,Male,Mumbai,Online,Amazon,Accessories,Socks,Allen Solly,White,Free Size,2,608,57,Regular Day,0,Same Day,1,No,UPI,4,Not Returned,1,Fortnightly,Millennials (26-40),1216,1216
TXN503062,CUST100985,2024-03-10,45,Male,Chandigarh,Online,Flipkart,Clothing,Shirt,Roadster,Grey,L,3,3432,36,Regular Day,0,Standard,8,No,UPI,3,Not Returned,13,Weekly,Gen X (41-60),10296,10296
TXN505236,CUST101720,2024-03-10,21,Male,Bhubaneswar,Online,Ajio,Footwear,Formal Shoes,Max,Black,10,1,757,35,Regular Day,0,Standard,4,No,UPI,5,Not Returned,7,Weekly,Gen Z (18-25),757,757
TXN507036,CUST102310,2024-03-10,29,Male,Bhubaneswar,Online,Myntra,Footwear,Sandals,H&M,Pink,8,1,1525,50,Regular Day,0,Standard,4,Yes,Cash on Delivery,5,Not Returned,1,Fortnightly,Millennials (26-40),1525,1525
TXN501295,CUST100398,2024-03-10,29,Female,Noida,Online,Myntra,Clothing,T-shirt,Puma,Red,XL,2,4592,26,Regular Day,49,Express,2,No,Net Banking,3,Returned,1,Monthly,Millennials (26-40),9184,9233
TXN502936,CUST100949,2024-03-10,29,Male,Bhubaneswar,Online,Amazon,Clothing,Shirt,Levis,Grey,XXL,3,9850,38,Regular Day,0,Standard,7,Yes,UPI,4,Not Returned,10,Weekly,Millennials (26-40),29550,29550
TXN504459,CUST101483,2024-03-10,22,Female,Delhi,Online,Myntra,Clothing,T-shirt,Levis,Navy,M,4,9724,28,Regular Day,0,Express,2,No,UPI,3,Not Returned,0,Quarterly,Gen Z (18-25),38896,38896
TXN500078,CUST100017,2024-03-11,23,Female,Kolkata,Online,Ajio,Clothing,Saree,Zara,Blue,XS,1,3385,56,Regular Day,0,Express,4,No,UPI,4,Not Returned,2,Monthly,Gen Z (18-25),3385,3385
TXN507929,CUST102569,2024-03-11,56,Male,Patna,Online,Amazon,Clothing,T-shirt,HRX,Yellow,S,1,1340,21,Regular Day,149,Express,3,No,Cash on Delivery,4,Not Returned,0,Fortnightly,Gen X (41-60),1340,1489
TXN502880,CUST100935,2024-03-11,57,Female,Bhubaneswar,Offline,N/A - Offline,Accessories,Backpack,H&M,Pink,Free Size,2,1514,25,Regular Day,0,N/A - Offline,0,No,UPI,3,Returned,6,Weekly,Gen X (41-60),3028,3028
TXN507968,CUST102583,2024-03-11,45,Male,Delhi,Offline,N/A - Offline,Clothing,Shorts,Levis,White,L,1,2505,21,Regular Day,0,N/A - Offline,0,No,Credit Card,4,Not Returned,6,Weekly,Gen X (41-60),2505,2505
TXN507644,CUST102498,2024-03-11,19,Female,Kochi,Online,Amazon,Clothing,Saree,Roadster,Grey,L,1,1408,36,Regular Day,49,Express,2,No,Cash on Delivery,4,Not Returned,2,Fortnightly,Gen Z (18-25),1408,1457
TXN501475,CUST100480,2024-03-11,30,Male,Bhubaneswar,Offline,N/A - Offline,Footwear,Running Shoes,Zara,Blue,6,1,4665,22,Regular Day,0,N/A - Offline,0,Yes,UPI,4,Returned,0,Fortnightly,Millennials (26-40),4665,4665
TXN503814,CUST101250,2024-03-11,28,Male,Chennai,Online,Flipkart,Footwear,Running Shoes,Bata,Yellow,7,2,3186,38,Regular Day,0,Express,4,Yes,Credit Card,5,Returned,3,Weekly,Millennials (26-40),6372,6372
TXN506435,CUST102119,2024-03-11,47,Male,Pune,Offline,N/A - Offline,Clothing,Trousers,Puma,Blue,M,1,2919,26,Regular Day,0,N/A - Offline,0,Yes,Credit Card,4,Not Returned,0,Fortnightly,Gen X (41-60),2919,2919
TXN504774,CUST101590,2024-03-11,48,Male,Mumbai,Online,Amazon,Accessories,Wallet,H&M,Yellow,Not Applicable,2,354,54,Regular Day,49,Standard,4,No,UPI,3,Not Returned,7,Weekly,Gen X (41-60),708,757
TXN508289,CUST102673,2024-03-11,25,Female,Kolkata,Online,Myntra,Clothing,T-shirt,Zara,Brown,L,3,8730,47,Regular Day,0,Standard,5,No,Credit Card,3,Not Returned,1,Monthly,Gen Z (18-25),26190,26190
TXN508606,CUST102767,2024-03-11,59,Female,Ahmedabad,Online,Myntra,Accessories,Belt,Bata,Black,Not Applicable,1,721,21,Regular Day,49,Standard,4,No,UPI,5,Not Returned,1,Fortnightly,Gen X (41-60),721,770
TXN500747,CUST100200,2024-03-12,33,Female,Bangalore,Online,Flipkart,Footwear,Running Shoes,Max,Green,10,1,1454,52,Regular Day,0,Standard,8,Yes,Credit Card,4,Not Returned,0,Monthly,Millennials (26-40),1454,1454
TXN506717,CUST102207,2024-03-12,53,Female,Delhi,Online,Flipkart,Accessories,Cap,HRX,Pink,Free Size,1,273,56,Regular Day,49,Standard,4,Yes,Debit Card,4,Not Returned,12,Weekly,Gen X (41-60),273,322
TXN506869,CUST102250,2024-03-12,39,Male,Visakhapatnam,Online,Flipkart,Clothing,Jacket,Puma,Brown,XL,1,2483,53,Regular Day,99,Standard,8,No,Debit Card,3,Not Returned,0,Rarely,Millennials (26-40),2483,2582
TXN509910,CUST103169,2024-03-12,43,Female,Delhi,Offline,N/A - Offline,Clothing,Hoodie,Nike,Brown,S,1,378,44,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,0,Quarterly,Gen X (41-60),378,378
TXN508772,CUST102814,2024-03-12,26,Male,Chennai,Online,Ajio,Clothing,Jeans,H&M,Yellow,XL,2,2294,25,Regular Day,0,Express,4,Yes,UPI,5,Not Returned,3,Fortnightly,Millennials (26-40),4588,4588
TXN502297,CUST100748,2024-03-12,31,Male,Jaipur,Online,Amazon,Accessories,Sunglasses,Roadster,Beige,Not Applicable,1,850,66,Regular Day,49,Express,2,No,UPI,4,Not Returned,6,Weekly,Millennials (26-40),850,899
TXN508868,CUST102835,2024-03-13,40,Female,Delhi,Offline,N/A - Offline,Footwear,Sandals,Roadster,Beige,7,1,1875,22,Regular Day,0,N/A - Offline,0,Yes,Debit Card,4,Not Returned,6,Weekly,Millennials (26-40),1875,1875
TXN500034,CUST100007,2024-03-13,47,Male,Pune,Online,Shein,Clothing,Dress,Nike,Black,M,2,4059,67,Regular Day,49,Express,3,No,Debit Card,5,Not Returned,3,Monthly,Gen X (41-60),8118,8167
TXN509614,CUST103062,2024-03-13,34,Male,Mumbai,Online,Meesho,Footwear,Slippers,Max,Grey,6,1,685,29,Regular Day,0,Express,2,Yes,Debit Card,3,Returned,7,Weekly,Millennials (26-40),685,685
TXN504880,CUST101621,2024-03-13,18,Female,Kolkata,Online,Ajio,Footwear,Formal Shoes,HRX,Blue,7,2,8380,40,Regular Day,199,Standard,8,No,Credit Card,4,Not Returned,2,Fortnightly,Gen Z (18-25),16760,16959
TXN508401,CUST102709,2024-03-13,54,Female,Pune,Online,Meesho,Footwear,Running Shoes,US Polo,Yellow,6,2,3608,23,Regular Day,99,Express,3,No,Debit Card,3,Returned,1,Fortnightly,Gen X (41-60),7216,7315
TXN504875,CUST101618,2024-03-13,23,Male,Nagpur,Online,Myntra,Clothing,T-shirt,Roadster,White,M,2,2419,37,Regular Day,0,Standard,7,No,Debit Card,3,Not Returned,4,Fortnightly,Gen Z (18-25),4838,4838
TXN508063,CUST102609,2024-03-13,52,Male,Bangalore,Online,Ajio,Footwear,Sandals,H&M,Grey,10,1,4768,29,Regular Day,199,Standard,8,No,UPI,4,Not Returned,1,Monthly,Gen X (41-60),4768,4967
TXN509001,CUST102880,2024-03-13,19,Male,Visakhapatnam,Online,Ajio,Accessories,Backpack,Bata,White,Free Size,1,1156,40,Regular Day,0,Express,4,Yes,Net Banking,5,Returned,2,Weekly,Gen Z (18-25),1156,1156
TXN509271,CUST102960,2024-03-13,56,Female,Hyderabad,Online,Flipkart,Footwear,Formal Shoes,Campus,Green,11,1,770,23,Regular Day,79,Standard,7,Yes,UPI,3,Not Returned,3,Weekly,Gen X (41-60),770,849
TXN504372,CUST101445,2024-03-13,19,Female,Mumbai,Online,Amazon,Accessories,Sunglasses,Allen Solly,Beige,Not Applicable,1,1036,52,Regular Day,0,Standard,8,Yes,Wallet,3,Not Returned,3,Fortnightly,Gen Z (18-25),1036,1036
TXN503537,CUST101135,2024-03-13,20,Male,Pune,Online,Flipkart,Footwear,Sneakers,Puma,Blue,6,1,4213,20,Regular Day,49,Same Day,1,No,Net Banking,3,Returned,9,Weekly,Gen Z (18-25),4213,4262
TXN500686,CUST100178,2024-03-13,55,Male,Indore,Online,Ajio,Clothing,Hoodie,Bewakoof,Pink,M,1,470,61,Regular Day,149,Standard,8,No,EMI,3,Not Returned,0,Quarterly,Gen X (41-60),470,619
TXN504681,CUST101563,2024-03-14,56,Female,Mumbai,Offline,N/A - Offline,Clothing,Shorts,Puma,Green,XL,3,5573,22,Regular Day,0,N/A - Offline,0,No,Credit Card,4,Not Returned,2,Fortnightly,Gen X (41-60),16719,16719
TXN509146,CUST102921,2024-03-14,50,Male,Nagpur,Offline,N/A - Offline,Clothing,T-shirt,Nike,Beige,M,2,5434,24,Regular Day,0,N/A - Offline,0,No,Net Banking,3,Not Returned,1,Fortnightly,Gen X (41-60),10868,10868
TXN505179,CUST101693,2024-03-14,34,Male,Mumbai,Offline,N/A - Offline,Clothing,Trousers,Max,Blue,L,1,365,58,Regular Day,0,N/A - Offline,0,Yes,UPI,3,Not Returned,12,Weekly,Millennials (26-40),365,365
TXN505945,CUST101937,2024-03-14,41,Female,Pune,Online,Amazon,Footwear,Sandals,HRX,Red,7,1,611,59,Regular Day,0,Standard,5,Yes,EMI,5,Not Returned,2,Fortnightly,Gen X (41-60),611,611
TXN505237,CUST101720,2024-03-14,21,Male,Bhubaneswar,Online,Meesho,Accessories,Socks,Max,Beige,Free Size,1,285,31,Regular Day,0,Standard,8,No,UPI,4,Not Returned,8,Weekly,Gen Z (18-25),285,285
TXN503856,CUST101265,2024-03-14,19,Male,Nagpur,Offline,N/A - Offline,Clothing,T-shirt,Roadster,White,XL,2,2322,30,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,7,Fortnightly,Gen Z (18-25),4644,4644
TXN507575,CUST102478,2024-03-14,21,Male,Pune,Offline,N/A - Offline,Footwear,Sneakers,Roadster,Navy,10,2,4194,59,Regular Day,0,N/A - Offline,0,Yes,Credit Card,3,Not Returned,8,Weekly,Gen Z (18-25),8388,8388
TXN506327,CUST102087,2024-03-15,45,Female,Bangalore,Online,Amazon,Footwear,Formal Shoes,Puma,Yellow,10,2,1292,36,Regular Day,0,Standard,7,No,UPI,4,Not Returned,3,Fortnightly,Gen X (41-60),2584,2584
TXN509478,CUST103015,2024-03-15,37,Male,Hyderabad,Offline,N/A - Offline,Clothing,Shorts,Nike,Beige,XXL,1,2526,44,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,0,Monthly,Millennials (26-40),2526,2526
TXN508869,CUST102835,2024-03-15,40,Female,Delhi,Online,Meesho,Footwear,Sneakers,H&M,Beige,7,1,846,42,Regular Day,0,Same Day,1,Yes,UPI,3,Not Returned,7,Weekly,Millennials (26-40),846,846
TXN508343,CUST102690,2024-03-15,48,Male,Bhubaneswar,Online,Myntra,Clothing,Jacket,Puma,Yellow,L,1,3079,39,Regular Day,79,Standard,7,No,UPI,2,Returned,1,Quarterly,Gen X (41-60),3079,3158
TXN504176,CUST101370,2024-03-15,54,Male,Visakhapatnam,Online,Meesho,Footwear,Sneakers,Campus,Navy,10,1,4012,40,Regular Day,99,Express,3,No,EMI,4,Not Returned,4,Fortnightly,Gen X (41-60),4012,4111
TXN503242,CUST101032,2024-03-15,48,Female,Hyderabad,Online,Shein,Clothing,Dress,Roadster,Green,XL,2,1978,44,Regular Day,49,Standard,7,No,UPI,5,Not Returned,2,Fortnightly,Gen X (41-60),3956,4005
TXN507154,CUST102346,2024-03-15,31,Male,Hyderabad,Offline,N/A - Offline,Accessories,Sunglasses,Allen Solly,Pink,Not Applicable,1,1038,21,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,2,Monthly,Millennials (26-40),1038,1038
TXN505546,CUST101798,2024-03-15,38,Female,Mumbai,Offline,N/A - Offline,Clothing,Shirt,Nike,Beige,M,3,5673,30,Regular Day,0,N/A - Offline,0,Yes,Debit Card,4,Not Returned,6,Weekly,Millennials (26-40),17019,17019
TXN505073,CUST101663,2024-03-15,41,Male,Bangalore,Offline,N/A - Offline,Accessories,Sunglasses,Nike,Navy,Not Applicable,1,2140,55,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,5,Fortnightly,Gen X (41-60),2140,2140
TXN504009,CUST101326,2024-03-15,46,Female,Bangalore,Online,Amazon,Clothing,Dress,Puma,Blue,S,1,2184,51,Regular Day,0,Standard,5,No,UPI,4,Not Returned,2,Monthly,Gen X (41-60),2184,2184
TXN509715,CUST103096,2024-03-15,25,Male,Pune,Online,Amazon,Footwear,Boots,Nike,White,11,2,1214,55,Regular Day,0,Standard,4,Yes,Debit Card,3,Not Returned,0,Rarely,Gen Z (18-25),2428,2428
TXN506410,CUST102106,2024-03-15,50,Male,Noida,Online,Flipkart,Clothing,T-shirt,Allen Solly,Beige,L,3,2678,68,Regular Day,99,Express,3,No,Debit Card,3,Not Returned,6,Weekly,Gen X (41-60),8034,8133
TXN500795,CUST100218,2024-03-15,36,Male,Pune,Online,Myntra,Clothing,T-shirt,US Polo,White,S,1,1416,57,Regular Day,0,Standard,6,No,UPI,2,Returned,9,Weekly,Millennials (26-40),1416,1416
TXN501025,CUST100311,2024-03-15,46,Male,Pune,Online,Meesho,Accessories,Sunglasses,Max,White,Not Applicable,1,400,65,Regular Day,99,Standard,7,Yes,Debit Card,2,Not Returned,3,Fortnightly,Gen X (41-60),400,499
TXN501181,CUST100354,2024-03-15,58,Female,Delhi,Online,Ajio,Footwear,Running Shoes,US Polo,Yellow,9,1,2216,60,Regular Day,79,Standard,7,No,Wallet,2,Returned,8,Weekly,Gen X (41-60),2216,2295
TXN505339,CUST101744,2024-03-15,26,Male,Bangalore,Online,Amazon,Clothing,T-shirt,H&M,Navy,M,1,1119,34,Regular Day,149,Express,3,No,Debit Card,4,Not Returned,2,Weekly,Millennials (26-40),1119,1268
TXN508052,CUST102606,2024-03-15,40,Male,Bhubaneswar,Online,Ajio,Footwear,Formal Shoes,Bata,Green,9,1,2277,30,Regular Day,199,Standard,4,No,UPI,4,Not Returned,1,Fortnightly,Millennials (26-40),2277,2476
TXN506547,CUST102154,2024-03-15,47,Male,Chandigarh,Offline,N/A - Offline,Clothing,Jeans,H&M,Navy,XXL,1,1053,38,Regular Day,0,N/A - Offline,0,No,Debit Card,5,Not Returned,3,Weekly,Gen X (41-60),1053,1053
TXN500706,CUST100185,2024-03-15,36,Female,Hyderabad,Offline,N/A - Offline,Accessories,Backpack,Roadster,Yellow,Free Size,1,970,22,Regular Day,0,N/A - Offline,0,No,Debit Card,5,Not Returned,1,Fortnightly,Millennials (26-40),970,970
TXN508748,CUST102809,2024-03-15,25,Male,Kochi,Online,Shein,Clothing,T-shirt,Puma,Beige,S,4,1636,67,Regular Day,0,Standard,4,No,UPI,3,Not Returned,5,Weekly,Gen Z (18-25),6544,6544
TXN506248,CUST102062,2024-03-16,24,Female,Delhi,Online,Myntra,Clothing,Dress,Roadster,Beige,M,2,2650,51,Regular Day,99,Express,2,No,UPI,5,Not Returned,2,Fortnightly,Gen Z (18-25),5300,5399
TXN502028,CUST100651,2024-03-16,45,Female,Pune,Online,Ajio,Clothing,Saree,Roadster,Grey,M,1,810,62,Regular Day,199,Express,3,No,UPI,5,Not Returned,0,Fortnightly,Gen X (41-60),810,1009
TXN506975,CUST102284,2024-03-16,46,Female,Ahmedabad,Offline,N/A - Offline,Clothing,Hoodie,Max,Blue,M,1,484,35,Regular Day,0,N/A - Offline,0,Yes,EMI,3,Returned,4,Weekly,Gen X (41-60),484,484
TXN500392,CUST100093,2024-03-16,34,Female,Bangalore,Online,Myntra,Footwear,Sandals,H&M,White,7,1,1401,27,Regular Day,199,Standard,8,No,UPI,4,Not Returned,13,Weekly,Millennials (26-40),1401,1600
TXN507516,CUST102452,2024-03-16,21,Female,Surat,Offline,N/A - Offline,Accessories,Belt,Nike,White,Not Applicable,1,2332,48,Regular Day,0,N/A - Offline,0,No,Debit Card,4,Not Returned,0,Monthly,Gen Z (18-25),2332,2332
TXN502210,CUST100724,2024-03-17,51,Male,Hyderabad,Online,Amazon,Footwear,Formal Shoes,US Polo,Grey,6,1,1792,47,Regular Day,0,Express,2,No,UPI,5,Not Returned,0,Rarely,Gen X (41-60),1792,1792
TXN502723,CUST100878,2024-03-17,41,Male,Noida,Online,Ajio,Accessories,Watch,Roadster,Navy,Not Applicable,1,1034,67,Regular Day,0,Standard,5,Yes,EMI,5,Not Returned,0,Rarely,Gen X (41-60),1034,1034
TXN503006,CUST100962,2024-03-17,53,Female,Noida,Online,Amazon,Footwear,Formal Shoes,Campus,Blue,8,1,605,49,Regular Day,79,Standard,8,No,UPI,4,Not Returned,15,Weekly,Gen X (41-60),605,684
TXN501996,CUST100648,2024-03-17,58,Male,Kolkata,Online,Amazon,Clothing,Shorts,Bewakoof,White,M,1,610,35,Regular Day,0,Standard,8,No,UPI,2,Not Returned,4,Weekly,Gen X (41-60),610,610
TXN502473,CUST100796,2024-03-17,58,Male,Patna,Offline,N/A - Offline,Accessories,Wallet,US Polo,Navy,Not Applicable,1,790,50,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,3,Fortnightly,Gen X (41-60),790,790
TXN501274,CUST100390,2024-03-17,49,Male,Pune,Online,Flipkart,Clothing,T-shirt,HRX,White,M,1,482,55,Regular Day,149,Same Day,1,No,Net Banking,3,Returned,0,Fortnightly,Gen X (41-60),482,631
TXN504579,CUST101523,2024-03-17,24,Male,Mumbai,Online,Meesho,Clothing,Hoodie,H&M,Yellow,M,1,679,45,Regular Day,199,Standard,6,No,UPI,1,Returned,17,Weekly,Gen Z (18-25),679,878
TXN502645,CUST100862,2024-03-17,23,Male,Kolkata,Online,Ajio,Clothing,Hoodie,Bewakoof,Beige,S,1,657,53,Regular Day,79,Express,3,No,UPI,5,Not Returned,0,Quarterly,Gen Z (18-25),657,736
TXN505883,CUST101922,2024-03-17,52,Male,Chennai,Online,Amazon,Accessories,Cap,Levis,Pink,Free Size,2,4910,23,Regular Day,149,Standard,5,No,UPI,2,Not Returned,0,Rarely,Gen X (41-60),9820,9969
TXN509499,CUST103022,2024-03-17,34,Female,Hyderabad,Online,Flipkart,Clothing,Dress,Allen Solly,Beige,S,1,804,45,Regular Day,0,Express,2,No,Debit Card,4,Not Returned,2,Weekly,Millennials (26-40),804,804
TXN502881,CUST100935,2024-03-17,57,Female,Bhubaneswar,Online,Myntra,Clothing,Trousers,US Polo,Yellow,M,1,1299,39,Regular Day,0,Standard,6,No,Credit Card,4,Not Returned,7,Weekly,Gen X (41-60),1299,1299
TXN502906,CUST100943,2024-03-17,37,Male,Kochi,Online,Amazon,Footwear,Running Shoes,Zara,Green,7,1,4312,51,Regular Day,0,Express,3,No,Cash on Delivery,3,Not Returned,6,Weekly,Millennials (26-40),4312,4312
TXN505887,CUST101924,2024-03-17,33,Male,Chennai,Online,Myntra,Clothing,T-shirt,Zara,Pink,M,3,8827,27,Regular Day,0,Standard,4,Yes,Credit Card,3,Not Returned,3,Weekly,Millennials (26-40),26481,26481
TXN501429,CUST100459,2024-03-17,22,Male,Bangalore,Offline,N/A - Offline,Footwear,Formal Shoes,Puma,Brown,11,1,4617,41,Regular Day,0,N/A - Offline,0,No,Credit Card,5,Not Returned,1,Monthly,Gen Z (18-25),4617,4617
TXN507632,CUST102493,2024-03-17,43,Male,Mumbai,Online,Myntra,Accessories,Backpack,Allen Solly,Navy,Free Size,1,683,29,Regular Day,0,Express,3,No,UPI,5,Not Returned,2,Fortnightly,Gen X (41-60),683,683
TXN504185,CUST101372,2024-03-17,36,Male,Chennai,Offline,N/A - Offline,Clothing,Hoodie,US Polo,Brown,L,2,2850,61,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,2,Fortnightly,Millennials (26-40),5700,5700
TXN501246,CUST100379,2024-03-18,29,Male,Kolkata,Online,Amazon,Footwear,Slippers,Max,Pink,9,1,411,4,Holi Sale,0,Express,2,No,Credit Card,4,Not Returned,10,Weekly,Millennials (26-40),411,411
TXN508455,CUST102725,2024-03-18,43,Female,Bangalore,Online,Amazon,Clothing,T-shirt,HRX,Blue,M,1,187,9,Holi Sale,99,Standard,8,No,EMI,4,Not Returned,1,Fortnightly,Gen X (41-60),187,286
TXN504719,CUST101575,2024-03-18,31,Male,Bangalore,Online,Ajio,Clothing,Jacket,US Polo,White,XL,1,378,6,Holi Sale,0,Express,3,No,UPI,3,Returned,3,Fortnightly,Millennials (26-40),378,378
TXN506965,CUST102282,2024-03-18,31,Female,Gurgaon,Online,Shein,Clothing,Shorts,Puma,Blue,S,1,682,6,Holi Sale,99,Standard,4,No,UPI,4,Not Returned,5,Fortnightly,Millennials (26-40),682,781
TXN504847,CUST101613,2024-03-18,47,Female,Bhubaneswar,Offline,N/A - Offline,Accessories,Sunglasses,HRX,Blue,Not Applicable,1,248,15,Holi Sale,0,N/A - Offline,0,Yes,UPI,3,Not Returned,7,Weekly,Gen X (41-60),248,248
TXN503549,CUST101136,2024-03-18,48,Male,Bangalore,Online,Ajio,Clothing,Jacket,Allen Solly,Blue,S,1,567,12,Holi Sale,199,Standard,5,No,UPI,4,Not Returned,6,Weekly,Gen X (41-60),567,766
TXN502749,CUST100890,2024-03-18,22,Female,Pune,Online,Meesho,Footwear,Running Shoes,Max,Green,8,1,342,3,Holi Sale,79,Standard,5,No,UPI,4,Not Returned,0,Fortnightly,Gen Z (18-25),342,421
TXN504121,CUST101357,2024-03-18,23,Male,Delhi,Online,Meesho,Clothing,Shorts,Puma,Brown,L,1,1112,4,Holi Sale,0,Standard,6,No,Debit Card,3,Not Returned,2,Fortnightly,Gen Z (18-25),1112,1112
TXN506429,CUST102116,2024-03-18,58,Female,Hyderabad,Online,Ajio,Footwear,Running Shoes,Puma,Blue,9,2,676,7,Holi Sale,0,Standard,7,No,Debit Card,2,Not Returned,0,Monthly,Gen X (41-60),1352,1352
TXN501349,CUST100422,2024-03-18,50,Male,Mumbai,Offline,N/A - Offline,Clothing,Trousers,Zara,Yellow,S,2,2269,10,Holi Sale,0,N/A - Offline,0,No,UPI,4,Not Returned,0,Rarely,Gen X (41-60),4538,4538
TXN501018,CUST100306,2024-03-18,30,Male,Mumbai,Online,Myntra,Clothing,Hoodie,Roadster,White,M,2,1044,5,Holi Sale,0,Standard,4,No,Credit Card,4,Returned,0,Fortnightly,Millennials (26-40),2088,2088
TXN508290,CUST102673,2024-03-18,25,Female,Kolkata,Online,Ajio,Footwear,Slippers,Roadster,Grey,8,1,1267,14,Holi Sale,0,Standard,8,No,UPI,3,Not Returned,2,Monthly,Gen Z (18-25),1267,1267
TXN506999,CUST102294,2024-03-18,48,Female,Jaipur,Offline,N/A - Offline,Footwear,Boots,US Polo,White,11,1,762,7,Holi Sale,0,N/A - Offline,0,Yes,EMI,4,Not Returned,2,Fortnightly,Gen X (41-60),762,762
TXN504130,CUST101359,2024-03-18,33,Female,Patna,Online,Meesho,Footwear,Slippers,US Polo,Beige,9,1,486,8,Holi Sale,149,Standard,7,Yes,Debit Card,5,Not Returned,2,Fortnightly,Millennials (26-40),486,635
TXN505405,CUST101765,2024-03-18,57,Male,Lucknow,Online,Amazon,Footwear,Sandals,Puma,White,9,1,2083,14,Holi Sale,99,Standard,7,No,UPI,2,Returned,3,Weekly,Gen X (41-60),2083,2182
TXN504553,CUST101516,2024-03-18,38,Male,Kolkata,Online,Flipkart,Accessories,Wallet,Levis,Yellow,Not Applicable,2,2738,7,Holi Sale,0,Express,2,No,Credit Card,5,Not Returned,0,Rarely,Millennials (26-40),5476,5476
TXN500707,CUST100186,2024-03-18,24,Male,Ahmedabad,Online,Myntra,Clothing,Shorts,Puma,Beige,L,1,1641,6,Holi Sale,79,Standard,8,No,UPI,4,Not Returned,0,Quarterly,Gen Z (18-25),1641,1720
TXN501544,CUST100503,2024-03-18,54,Female,Hyderabad,Offline,N/A - Offline,Clothing,Saree,Roadster,Pink,M,1,952,15,Holi Sale,0,N/A - Offline,0,No,UPI,4,Not Returned,2,Weekly,Gen X (41-60),952,952
TXN508528,CUST102740,2024-03-18,25,Male,Bhubaneswar,Offline,N/A - Offline,Footwear,Boots,Roadster,Black,9,1,5121,5,Holi Sale,0,N/A - Offline,0,No,EMI,4,Not Returned,9,Fortnightly,Gen Z (18-25),5121,5121
TXN507496,CUST102447,2024-03-18,45,Male,Bangalore,Offline,N/A - Offline,Clothing,Jeans,Nike,White,XL,1,1357,9,Holi Sale,0,N/A - Offline,0,Yes,UPI,2,Not Returned,6,Weekly,Gen X (41-60),1357,1357
TXN501312,CUST100407,2024-03-18,24,Male,Patna,Online,Amazon,Footwear,Boots,US Polo,Black,8,1,939,1,Holi Sale,79,Standard,4,No,UPI,4,Not Returned,0,Monthly,Gen Z (18-25),939,1018
TXN509207,CUST102940,2024-03-18,48,Male,Kolkata,Online,Amazon,Clothing,Jacket,Nike,Yellow,M,1,775,9,Holi Sale,149,Standard,5,No,UPI,3,Not Returned,6,Weekly,Gen X (41-60),775,924
TXN502895,CUST100942,2024-03-18,56,Male,Gurgaon,Online,Myntra,Clothing,Trousers,Allen Solly,Pink,XL,1,552,11,Holi Sale,99,Standard,7,Yes,Credit Card,2,Returned,3,Fortnightly,Gen X (41-60),552,651
TXN503976,CUST101317,2024-03-18,42,Female,Mumbai,Online,Flipkart,Accessories,Wallet,Zara,Green,Not Applicable,4,6845,1,Holi Sale,99,Standard,4,No,Credit Card,4,Not Returned,2,Fortnightly,Gen X (41-60),27380,27479
TXN502862,CUST100933,2024-03-18,45,Male,Kochi,Online,Myntra,Accessories,Belt,Max,Beige,Not Applicable,3,454,6,Holi Sale,149,Express,4,No,Cash on Delivery,5,Not Returned,8,Weekly,Gen X (41-60),1362,1511
